"Deck","Front","Back","Japanese","Hiragana","English","Example_JP","Example_Hiragana","Example_EN","Example2_JP","Example2_Hiragana","Example2_EN","Example3_JP","Example3_Hiragana","Example3_EN","Tags","Notes"
"10_security_privacy","個人情報（こじんじょうほう）","personal information<br><b>Example</b>: 個人情報は保存しない。 / こじんじょうほうはほぞんしない。 / Don’t store personal data.","個人情報","こじんじょうほう","personal information","個人情報はあつかいにちゅういします。","こじんじょうほうはあつかいにちゅういします。","Handle personal information carefully.","個人情報はあつかいにちゅういします。","こじんじょうほうはあつかいにちゅういします。","Handle personal information carefully.","個人情報はひつようさいしょうげんにします。","こじんじょうほうはひつようさいしょうげんにします。","We minimize personal data.","10_security_privacy",""
"10_security_privacy","機微情報（きびじょうほう）","sensitive information<br><b>Example</b>: 機微情報をマスキングする。 / きびじょうほうをますきんぐする。 / Mask sensitive info.","機微情報","きびじょうほう","sensitive information","機微情報はべつにほぞんします。","きびじょうほうはべつにほぞんします。","We store sensitive information separately.","機微情報はべつにほぞんします。","きびじょうほうはべつにほぞんします。","We store sensitive information separately.","機微情報はあくせすをせいげんします。","きびじょうほうはあくせすをせいげんします。","We restrict access to sensitive info.","10_security_privacy",""
"10_security_privacy","匿名化（とくめいか）","anonymization<br><b>Example</b>: データを匿名化する。 / でーたをとくめいかする。 / Anonymize the data.","匿名化","とくめいか","anonymization","でーたを匿名化します。","でーたをとくめいかします。","We'll anonymize the data.","でーたを匿名化します。","でーたをとくめいかします。","We'll anonymize the data.","匿名化したでーただけをつかいます。","とくめいかしたでーただけをつかいます。","We'll use only anonymized data.","10_security_privacy",""
"10_security_privacy","仮名化（かなか）","pseudonymization<br><b>Example</b>: IDを仮名化する。 / あいでぃーをかなかする。 / Pseudonymize IDs.","仮名化","かなか","pseudonymization","でーたを仮名化します。","でーたをかなかします。","We'll pseudonymize the data.","でーたを仮名化します。","でーたをかなかします。","We'll pseudonymize the data.","仮名化してももとにもどせます。","かなかしてももとにもどせます。","Pseudonymization can be reversible.","10_security_privacy",""
"10_security_privacy","マスキング（ますきんぐ）","masking / redaction<br><b>Example</b>: ログをマスキングする。 / ろぐをますきんぐする。 / Redact logs.","マスキング","ますきんぐ","masking / redaction","ろぐをマスキングします。","ろぐをますきんぐします。","We'll mask the logs.","がめんではマスキングします。","がめんではますきんぐします。","We'll mask it on screen.","ろぐにもマスキングをいれます。","ろぐにもますきんぐをいれます。","We'll mask it in logs too.","10_security_privacy",""
"10_security_privacy","データ保持（でーたほじ）","data retention<br><b>Example</b>: データ保持期間を決める。 / でーたほじきかんをきめる。 / Set retention period.","データ保持","でーたほじ","data retention","データ保持きかんをきめます。","でーたほじきかんをきめます。","We'll set the data retention period.","データ保持きかんをきめます。","でーたほじきかんをきめます。","We'll set the data retention period.","データ保持はみじかくします。","でーたほじはみじかくします。","We'll keep retention short.","10_security_privacy",""
"10_security_privacy","削除（さくじょ）","deletion<br><b>Example</b>: 要求があれば削除する。 / ようきゅうがあればさくじょする。 / Delete upon request.","削除","さくじょ","deletion","ようきゅうがあれば削除します。","ようきゅうがあればさくじょします。","We'll delete it on request.","ようきゅうがあれば削除します。","ようきゅうがあればさくじょします。","We'll delete it on request.","削除のけっかをろぐにのこします。","さくじょのけっかをろぐにのこします。","We'll log deletions.","10_security_privacy",""
"10_security_privacy","同意（どうい）","consent<br><b>Example</b>: 利用者の同意を取る。 / りようしゃのどういをとる。 / Obtain user consent.","同意","どうい","consent","りようまえに同意をとります。","りようまえにどういをとります。","We'll get consent before use.","りようまえに同意をとります。","りようまえにどういをとります。","We'll get consent before use.","同意のぶんしょうをみなおします。","どういのぶんしょうをみなおします。","We'll review the consent text.","10_security_privacy",""
"10_security_privacy","目的外利用（もくてきがいりよう）","use beyond stated purpose<br><b>Example</b>: 目的外利用を禁止する。 / もくてきがいりようをきんしする。 / Prohibit use beyond stated purpose.","目的外利用","もくてきがいりよう","use beyond stated purpose","目的外利用はしません。","もくてきがいりようはしません。","We won't use it beyond the stated purpose.","目的外利用はしません。","もくてきがいりようはしません。","We won't use it beyond the stated purpose.","目的外利用をふせぐるーるをきめます。","もくてきがいりようをふせぐるーるをきめます。","We'll set rules to prevent misuse.","10_security_privacy",""
"10_security_privacy","インシデント（いんしでんと）","incident<br><b>Example</b>: インシデントを報告する。 / いんしでんとをほうこくする。 / Report an incident.","インシデント","いんしでんと","incident","インシデントがはっせいしました。","いんしでんとがはっせいしました。","An incident occurred.","インシデントがはっせいしました。","いんしでんとがはっせいしました。","An incident occurred.","インシデントたいおうをれんしゅうします。","いんしでんとたいおうをれんしゅうします。","We'll practice incident response.","10_security_privacy",""
"10_security_privacy","対策（たいさく）","mitigation / countermeasure<br><b>Example</b>: 対策を実施する。 / たいさくをじっしする。 / Implement mitigations.","対策","たいさく","mitigation / countermeasure","対策をすぐにうちます。","たいさくをすぐにうちます。","We'll put mitigations in place immediately.","対策をすぐにうちます。","たいさくをすぐにうちます。","We'll put mitigations in place immediately.","対策のゆうせんどをきめます。","たいさくのゆうせんどをきめます。","We'll prioritize mitigations.","10_security_privacy",""
"11_meeting_phrases","共有します（きょうゆうします）","I’ll share<br><b>Example</b>: 資料を共有します。 / しりょうをきょうゆうします。 / I’ll share the materials.","共有します","きょうゆうします","I’ll share","いま共有します。","いまきょうゆうします。","I’ll share now.","すらいどを共有します。","すらいどをきょうゆうします。","I’ll share the slides.","いま共有します。すこしまってください。","いまきょうゆうします。すこしまってください。","I’ll share now. Please wait a moment.","11_meeting_phrases",""
"11_meeting_phrases","確認します（かくにんします）","I’ll check / confirm<br><b>Example</b>: 仕様を確認します。 / しようをかくにんします。 / I’ll confirm the spec.","確認します","かくにんします","I’ll check / confirm","いま確認します。","いまかくにんします。","I’ll check now.","あとで確認します。","あとでかくにんします。","I’ll check after this.","確認します。5ふんください。","かくにんします。5ふんください。","I’ll check. Give me five minutes.","11_meeting_phrases",""
"11_meeting_phrases","相談させてください（そうだんさせてください）","Let me consult / discuss<br><b>Example</b>: この点を相談させてください。 / このてんをそうだんさせてください。 / Let me discuss this point with you.","相談させてください","そうだんさせてください","Let me consult / discuss","このてん、相談させてください。","このてん、そうだんさせてください。","Let me discuss this point.","このてん、相談させてください。","このてん、そうだんさせてください。","Let me discuss this point.","あとで相談させてください。じかんをください。","あとでそうだんさせてください。じかんをください。","Let me discuss it later. Please give me time.","11_meeting_phrases",""
"11_meeting_phrases","念のため（ねんのため）","just in case<br><b>Example</b>: 念のためログを見ます。 / ねんのためろぐをみます。 / I’ll check logs just in case.","念のため","ねんのため","just in case","念のため、かくにんします。","ねんのため、かくにんします。","just in case, I'll double-check.","念のため、ろぐをみます。","ねんのため、ろぐをみます。","just in case, I’ll check the logs.","念のため、すくりーんしょっとをとります。","ねんのため、すくりーんしょっとをとります。","just in case, I’ll take a screenshot.","11_meeting_phrases",""
"11_meeting_phrases","結論から言うと（けつろんからいうと）","to start with the conclusion<br><b>Example</b>: 結論から言うと、延期です。 / けつろんからいうと、えんきです。 / Bottom line: we delay.","結論から言うと","けつろんからいうと","to start with the conclusion","結論から言うと、だいじょうぶです。","けつろんからいうと、だいじょうぶです。","Bottom line, it’s fine.","結論から言うと、だいじょうぶです。","けつろんからいうと、だいじょうぶです。","Bottom line, it’s fine.","結論から言うと、えんきです。","けつろんからいうと、えんきです。","Bottom line, we delay.","11_meeting_phrases",""
"11_meeting_phrases","〜でよろしいでしょうか（〜でよろしいでしょうか）","Would it be okay if…?<br><b>Example</b>: この方針でよろしいでしょうか。 / このほうしんでよろしいでしょうか。 / Is this approach acceptable?","〜でよろしいでしょうか","〜でよろしいでしょうか","Would it be okay if…?","このないようでよろしいでしょうか。","このないようでよろしいでしょうか。","Would this be okay?","このないようでよろしいでしょうか。","このないようでよろしいでしょうか。","Would this be okay?","このすすめかたでよろしいでしょうか。","このすすめかたでよろしいでしょうか。","Is this approach okay?","11_meeting_phrases",""
"11_meeting_phrases","〜という認識です（〜というにんしきです）","My understanding is…<br><b>Example</b>: 現状はこの認識です。 / げんじょうはこのにんしきです。 / That’s my understanding of the current state.","〜という認識です","〜というにんしきです","My understanding is…","このてんはそういうにんしきです。","このてんはそういうにんしきです。","That’s my understanding.","このてんはそういうにんしきです。","このてんはそういうにんしきです。","That’s my understanding.","わたしはそういうにんしきです。","わたしはそういうにんしきです。","That’s how I understand it.","11_meeting_phrases",""
"11_meeting_phrases","認識合わせ（にんしきあわせ）","alignment (on understanding)<br><b>Example</b>: 認識合わせをしたいです。 / にんしきあわせをしたいです。 / I want to align understanding.","認識合わせ","にんしきあわせ","alignment (on understanding)","認識合わせをしましょう。","にんしきあわせをしましょう。","Let’s align our understanding.","認識合わせをしましょう。","にんしきあわせをしましょう。","Let’s align our understanding.","まず認識合わせからはじめます。","まずにんしきあわせからはじめます。","Let’s start with alignment.","11_meeting_phrases",""
"11_meeting_phrases","方向性（ほうこうせい）","direction<br><b>Example</b>: 方向性を決めましょう。 / ほうこうせいをきめましょう。 / Let’s decide the direction.","方向性","ほうこうせい","direction","方向性をきめましょう。","ほうこうせいをきめましょう。","Let’s decide the direction.","方向性をきめます。","ほうこうせいをきめます。","We’ll decide the direction.","方向性があっているかかくにんします。","ほうこうせいがあっているかかくにんします。","We’ll confirm we’re aligned on direction.","11_meeting_phrases",""
"11_meeting_phrases","方針（ほうしん）","approach / policy<br><b>Example</b>: 方針を共有します。 / ほうしんをきょうゆうします。 / I’ll share the approach.","方針","ほうしん","approach / policy","方針をきめましょう。","ほうしんをきめましょう。","Let’s decide the approach.","方針をきめます。","ほうしんをきめます。","We’ll decide the approach.","方針をかえないですすめます。","ほうしんをかえないですすめます。","We’ll proceed without changing the approach.","11_meeting_phrases",""
"11_meeting_phrases","優先度（ゆうせんど）","priority<br><b>Example</b>: 優先度を上げます。 / ゆうせんどをあげます。 / We’ll raise the priority.","優先度","ゆうせんど","priority","優先度をつけます。","ゆうせんどをつけます。","We’ll set the priority.","優先度をつけます。","ゆうせんどをつけます。","We’ll set the priority.","優先度がたかいものからやります。","ゆうせんどがたかいものからやります。","We’ll start with the highest priority.","11_meeting_phrases",""
"11_meeting_phrases","いったん（いったん）","for now / temporarily<br><b>Example</b>: いったんこの案で進めます。 / いったんこのあんですすめます。 / For now, we’ll proceed with this plan.","いったん","いったん","for now / temporarily","いったん、ここでとめます。","いったん、ここでとめます。","For now, let’s stop here.","いったん、ここでとめます。","いったん、ここでとめます。","For now, let’s stop here.","いったん、あとでつづけます。","いったん、あとでつづけます。","For now, we’ll continue later.","11_meeting_phrases",""
"11_meeting_phrases","差し戻し（さしもどし）","send back for rework<br><b>Example</b>: このPRは差し戻しです。 / このぴーあーるはさしもどしです。 / This PR needs rework.","差し戻し","さしもどし","send back for rework","これは差し戻しです。","これはさしもどしです。","This is sent back for rework.","これは差し戻しです。","これはさしもどしです。","This is sent back for rework.","差し戻しのりゆうをおしえてください。","さしもどしのりゆうをおしえてください。","Please tell me why it was sent back.","11_meeting_phrases",""
"11_meeting_phrases","追加で（ついかで）","additionally<br><b>Example</b>: 追加で検証します。 / ついかでけんしょうします。 / We’ll validate additionally.","追加で","ついかで","additionally","追加で、ひとつしつもんです。","ついかで、ひとつしつもんです。","Additionally, one question.","追加で、ひとつしつもんです。","ついかで、ひとつしつもんです。","Additionally, one question.","追加で、めもをおくります。","ついかで、めもをおくります。","Additionally, I’ll send a note.","11_meeting_phrases",""
"11_meeting_phrases","影響ありますか（えいきょうありますか）","Any impact?<br><b>Example</b>: 既存機能に影響ありますか。 / きぞんきのうにえいきょうありますか。 / Any impact on existing features?","影響ありますか","えいきょうありますか","Any impact?","このへんこうで影響ありますか？","このへんこうでえいきょうありますか？","Any impact from this change?","このへんこうで影響ありますか？","このへんこうでえいきょうありますか？","Any impact from this change?","影響ありますか？あるならおしえてください。","えいきょうありますか？あるならおしえてください。","Any impact? If so, let me know.","11_meeting_phrases",""
"11_meeting_phrases","切り分けます（きりわけます）","I’ll isolate / triage<br><b>Example</b>: 原因を切り分けます。 / げんいんをきりわけます。 / I’ll isolate the cause.","切り分けます","きりわけます","I’ll isolate / triage","こちらで切り分けます。","こちらできりわけます。","I’ll triage on my side.","こちらで切り分けます。","こちらできりわけます。","I’ll triage on my side.","切り分けますので、ろぐをください。","きりわけますので、ろぐをください。","I’ll triage, so please share logs.","11_meeting_phrases",""
"11_meeting_phrases","根拠は（こんきょは）","What’s the evidence?<br><b>Example</b>: 根拠は何ですか。 / こんきょはなんですか。 / What’s the evidence?","根拠は","こんきょは","What’s the evidence?","根拠はありますか？","こんきょはありますか？","What’s the evidence?","根拠はありますか？","こんきょはありますか？","What’s the evidence?","根拠はどこですか？","こんきょはどこですか？","Where’s the evidence?","11_meeting_phrases",""
"11_meeting_phrases","検討します（けんとうします）","We’ll consider<br><b>Example</b>: その案を検討します。 / そのあんをけんとうします。 / We’ll consider that option.","検討します","けんとうします","We’ll consider","検討します。","けんとうします。","We’ll consider it.","検討します。あとでかいとうします。","けんとうします。あとでかいとうします。","We’ll consider it and reply later.","検討しますが、じかんがひつようです。","けんとうしますが、じかんがひつようです。","We’ll consider it, but we need time.","11_meeting_phrases",""
"11_meeting_phrases","持ち帰ります（もちかえります）","I’ll take it back and review<br><b>Example</b>: 一度持ち帰ります。 / いちどもちかえります。 / I’ll take it back and review.","持ち帰ります","もちかえります","I’ll take it back and review","このけんは持ち帰ります。","このけんはもちかえります。","I’ll take this back and review.","このけんは持ち帰ります。","このけんはもちかえります。","I’ll take this back and review.","持ち帰ります。あしたまでにかいとうします。","もちかえります。あしたまでにかいとうします。","I’ll take it back and reply by tomorrow.","11_meeting_phrases",""
"11_meeting_phrases","宿題（しゅくだい）","action item / homework<br><b>Example</b>: 次回までの宿題です。 / じかいまでのしゅくだいです。 / It’s an action item for next time.","宿題","しゅくだい","action item / homework","これは宿題です。","これはしゅくだいです。","This is an action item.","これは宿題です。","これはしゅくだいです。","This is an action item.","宿題をりすとにまとめます。","しゅくだいをりすとにまとめます。","We’ll list the action items.","11_meeting_phrases",""
"11_meeting_phrases","次回までに（じかいまでに）","by next time<br><b>Example</b>: 次回までに共有します。 / じかいまでにきょうゆうします。 / I’ll share by next meeting.","次回までに","じかいまでに","by next time","次回までにおわらせます。","じかいまでにおわらせます。","I’ll finish by next time.","次回までにおわらせます。","じかいまでにおわらせます。","I’ll finish by next time.","次回までにけっかをきょうゆうします。","じかいまでにけっかをきょうゆうします。","I’ll share results by next time.","11_meeting_phrases",""
"11_meeting_phrases","予定通り（よていどおり）","as planned<br><b>Example</b>: 予定通り進めます。 / よていどおりすすめます。 / We’ll proceed as planned.","予定通り","よていどおり","as planned","予定通りすすめます。","よていどおりすすめます。","We’ll proceed as planned.","予定通りすすめます。","よていどおりすすめます。","We’ll proceed as planned.","予定通りでだいじょうぶです。","よていどおりでだいじょうぶです。","As planned is fine.","11_meeting_phrases",""
"11_meeting_phrases","前倒し（まえだおし）","move earlier<br><b>Example</b>: リリースを前倒しします。 / りりーすをまえだおしします。 / Move the release earlier.","前倒し","まえだおし","move earlier","前倒しできそうです。","まえだおしできそうです。","It looks like we can move it earlier.","前倒しでやります。","まえだおしでやります。","We’ll move it earlier.","前倒しできそうです。","まえだおしできそうです。","It looks like we can move it earlier.","11_meeting_phrases",""
"11_meeting_phrases","後ろ倒し（うしろだおし）","delay / push back<br><b>Example</b>: リリースを後ろ倒しします。 / りりーすをうしろだおしします。 / Push the release back.","後ろ倒し","うしろだおし","delay / push back","後ろ倒ししてもいいですか？","うしろだおししてもいいですか？","Is it okay to push it back?","後ろ倒しにします。","うしろだおしにします。","We’ll push it back.","後ろ倒ししてもいいですか？","うしろだおししてもいいですか？","Is it okay to push it back?","11_meeting_phrases",""
"11_meeting_phrases","すり合わせ（すりあわせ）","alignment / adjustment<br><b>Example</b>: 要件をすり合わせます。 / ようけんをすりあわせます。 / Align the requirements.","すり合わせ","すりあわせ","alignment / adjustment","すり合わせをしましょう。","すりあわせをしましょう。","Let’s align and adjust.","すり合わせをしましょう。","すりあわせをしましょう。","Let’s align and adjust.","すり合わせのじかんをとります。","すりあわせのじかんをとります。","We’ll set time to align.","11_meeting_phrases",""
"11_meeting_phrases","調整します（ちょうせいします）","I’ll coordinate / adjust<br><b>Example</b>: 日程を調整します。 / にっていをちょうせいします。 / I’ll coordinate the schedule.","調整します","ちょうせいします","I’ll coordinate / adjust","いま調整します。","いまちょうせいします。","I’ll adjust now.","調整します。すこしまってください。","ちょうせいします。すこしまってください。","I’ll adjust. Please wait.","調整しますが、けっかはあとでです。","ちょうせいしますが、けっかはあとでです。","I’ll adjust, but results come later.","11_meeting_phrases",""
"11_meeting_phrases","まずは（まずは）","first / to begin with<br><b>Example</b>: まずは小さく試します。 / まずはちいさくためします。 / First, we’ll try small.","まずは","まずは","first / to begin with","まずは、ここからです。","まずは、ここからです。","First, we start here.","まずは、かんたんにせつめいします。","まずは、かんたんにせつめいします。","First, I’ll explain briefly.","まずは、ここまでにします。","まずは、ここまでにします。","First, we’ll stop here.","11_meeting_phrases",""
"11_meeting_phrases","もし可能なら（もしかのうなら）","if possible<br><b>Example</b>: もし可能なら今日確認します。 / もしかのうならきょうかくにんします。 / If possible, I’ll check today.","もし可能なら","もしかのうなら","if possible","もし可能なら、きょうちゅうにおねがいします。","もしかのうなら、きょうちゅうにおねがいします。","If possible, today would be great.","もし可能なら、きょうちゅうにおねがいします。","もしかのうなら、きょうちゅうにおねがいします。","If possible, today would be great.","もし可能なら、べつあんもください。","もしかのうなら、べつあんもください。","If possible, share an alternative too.","11_meeting_phrases",""
"11_meeting_phrases","〜で問題ないです（〜でもんだいないです）","it’s fine / no problem<br><b>Example</b>: この設計で問題ないです。 / このせっけいでもんだいないです。 / This design is fine.","〜で問題ないです","〜でもんだいないです","it’s fine / no problem","これでもんだいないです。","これでもんだいないです。","It’s fine.","これで問題ないです。","これでもんだいないです。","It’s fine.","そのほうほうで問題ないです。","そのほうほうでもんだいないです。","That approach is fine.","11_meeting_phrases",""
